fl_date,carrier,tail_num,leg_idx,origin,dest,distance_km,sched_dep_min,sched_arr_min,actual_dep_min,actual_arr_min,dep_delay,arr_delay,carryover_delay,turnaround_buffer,symbolic_state,symbolic_event
2026-09-09,SWA,N201SW,3,SFO,EWR,4118.23,956,1318,960,1335,4,17,4,63,MD,SFO:MD
2026-09-09,SWA,N201SW,4,EWR,MSP,1618.5,1398,1567,1432,1595,34,28,12,44,MD,EWR:MD
2026-09-09,SWA,N201SW,5,MSP,DTW,848.05,1639,1733,1669,1778,30,45,0,67,SD,MSP:SD
2026-09-09,UAL,N931UA,1,JFK,IAH,2277.28,450,670,457,688,7,18,7,43,MD,JFK:MD
2026-09-09,UAL,N931UA,2,IAH,ORD,1489.35,731,884,740,901,9,17,0,62,MD,IAH:MD
2026-09-09,UAL,N931UA,3,ORD,CLT,964.31,963,1071,971,1078,8,7,8,49,ND,ORD:ND
2026-09-09,UAL,N931UA,4,CLT,DEN,2148.18,1127,1326,1127,1329,0,3,0,62,ND,CLT:ND
2026-09-09,UAL,N931UA,5,DEN,SFO,1552.95,1391,1543,1391,1560,0,17,0,57,MD,DEN:MD
2026-09-09,SWA,N965SW,1,IAH,BWI,1985.05,429,621,429,621,0,0,0,61,ND,IAH:ND
2026-09-09,SWA,N965SW,2,BWI,ATL,927.2,682,785,686,804,4,19,0,65,MD,BWI:MD
2026-09-09,SWA,N965SW,3,ATL,LAS,2804.88,869,1138,916,1193,47,55,13,41,SD,ATL:SD
2026-09-09,SWA,N965SW,4,LAS,SLC,591.72,1234,1312,1254,1334,20,22,20,64,MD,LAS:MD
2026-09-09,SWA,N965SW,5,SLC,DFW,1589.25,1398,1555,1415,1574,17,19,0,63,MD,SLC:MD
2026-09-09,DAL,N153DA,1,JFK,LAX,3974.34,529,884,529,889,0,5,0,71,ND,JFK:ND
2026-09-09,DAL,N153DA,2,LAX,ORD,2801.93,960,1217,960,1217,0,0,0,53,ND,LAX:ND
2026-09-09,DAL,N153DA,3,ORD,DFW,1290.0,1270,1409,1293,1445,23,36,0,67,MD,ORD:MD
2026-09-09,DAL,N153DA,4,DFW,LAS,1694.7,1512,1690,1512,1691,0,1,0,71,ND,DFW:ND
2026-09-09,DAL,N153DA,5,LAS,SEA,1394.76,1762,1899,1762,1910,0,11,0,54,ND,LAS:ND
2026-09-09,DAL,N107DA,1,SFO,MCO,3929.5,443,785,446,793,3,8,3,40,ND,SFO:ND
2026-09-09,DAL,N107DA,2,MCO,BWI,1268.78,833,964,835,980,2,16,2,48,MD,MCO:MD
2026-09-09,DAL,N107DA,3,BWI,JFK,295.51,1028,1083,1028,1096,0,13,0,72,ND,BWI:ND
2026-09-09,DAL,N107DA,4,JFK,LAS,3609.32,1168,1492,1177,1516,9,24,9,44,MD,JFK:MD
2026-09-09,DAL,N107DA,5,LAS,BOS,3822.26,1560,1891,1566,1918,6,27,0,67,MD,LAS:MD
2026-09-09,DAL,N982DA,1,CLT,SLC,2773.68,389,647,391,647,2,0,2,41,ND,CLT:ND
2026-09-09,DAL,N982DA,2,SLC,EWR,3159.9,688,984,688,1005,0,21,0,69,MD,SLC:MD
2026-09-09,DAL,N982DA,3,EWR,MIA,1749.72,1074,1249,1089,1259,15,10,15,45,ND,EWR:ND
2026-09-09,DAL,N982DA,4,MIA,IAH,1549.36,1304,1459,1304,1467,0,8,0,67,ND,MIA:ND
2026-09-09,DAL,N982DA,5,IAH,JFK,2277.28,1534,1743,1534,1758,0,15,0,65,MD,IAH:MD
2026-09-09,UAL,N326UA,1,CLT,LAX,3412.6,490,794,490,816,0,22,0,62,MD,CLT:MD
2026-09-09,UAL,N326UA,2,LAX,DFW,1982.96,878,1081,923,1122,45,41,11,49,MD,LAX:MD
2026-09-09,UAL,N326UA,3,DFW,BOS,2508.97,1171,1404,1205,1434,34,30,22,52,MD,DFW:MD
2026-09-09,UAL,N326UA,4,BOS,DEN,2815.59,1486,1756,1530,1816,44,60,21,44,SD,BOS:SD
2026-09-09,UAL,N326UA,5,DEN,LAS,1009.02,1860,1985,1877,2012,17,27,17,71,MD,DEN:MD
2026-09-09,SWA,N797SW,1,SLC,CLT,2773.68,480,740,480,750,0,10,0,59,ND,SLC:ND
2026-09-09,SWA,N797SW,2,CLT,BWI,580.67,809,881,809,882,0,1,0,62,ND,CLT:ND
2026-09-09,SWA,N797SW,3,BWI,JFK,295.51,944,1006,978,1043,34,37,0,68,MD,BWI:MD
2026-09-09,SWA,N797SW,4,JFK,MSP,1651.36,1111,1277,1137,1322,26,45,26,44,SD,JFK:SD
2026-09-09,SWA,N797SW,5,MSP,ORD,537.35,1366,1435,1371,1450,5,15,5,72,MD,MSP:MD
2026-09-09,DAL,N560DA,1,SLC,SFO,962.09,475,579,475,579,0,0,0,61,ND,SLC:ND
2026-09-09,DAL,N560DA,2,SFO,CLT,3687.27,640,975,667,1016,27,41,0,51,MD,SFO:MD
2026-09-09,DAL,N560DA,3,CLT,DTW,806.1,1067,1170,1073,1187,6,17,6,68,MD,CLT:MD
2026-09-09,DAL,N560DA,4,DTW,JFK,816.97,1255,1350,1255,1351,0,1,0,63,ND,DTW:ND
2026-09-09,DAL,N560DA,5,JFK,ATL,1221.92,1414,1548,1414,1561,0,13,0,66,ND,JFK:ND
2026-09-09,DAL,N908DA,1,CLT,DFW,1503.34,424,588,446,620,22,32,0,49,MD,CLT:MD
2026-09-09,DAL,N908DA,2,DFW,BWI,1954.81,669,854,688,885,19,31,6,62,MD,DFW:MD
2026-09-09,DAL,N908DA,3,BWI,DEN,2393.68,947,1175,966,1216,19,41,19,48,MD,BWI:MD
2026-09-09,DAL,N908DA,4,DEN,MIA,2748.54,1264,1510,1279,1537,15,27,15,59,MD,DEN:MD
2026-09-09,DAL,N908DA,5,MIA,JFK,1756.9,1596,1771,1612,1805,16,34,16,48,MD,MIA:MD
2026-09-09,DAL,N761DA,1,EWR,BOS,322.68,406,462,406,469,0,7,0,61,ND,EWR:ND
2026-09-09,DAL,N761DA,2,BOS,PHX,3693.22,530,856,530,856,0,0,0,54,ND,BOS:ND
2026-09-09,DAL,N761DA,3,PHX,ATL,2548.87,910,1140,910,1140,0,0,0,58,ND,PHX:ND
2026-09-09,DAL,N761DA,4,ATL,IAH,1107.07,1198,1327,1198,1347,0,20,0,74,MD,ATL:MD
2026-09-09,DAL,N761DA,5,IAH,JFK,2277.28,1421,1644,1435,1678,14,34,14,42,MD,IAH:MD
2026-09-09,AAL,N711AA,1,MIA,JFK,1756.9,472,638,472,653,0,15,0,66,MD,MIA:MD
2026-09-09,AAL,N711AA,2,JFK,LAX,3974.34,719,1068,719,1084,0,16,0,68,MD,JFK:MD
2026-09-09,AAL,N711AA,3,LAX,IAH,2215.34,1152,1368,1154,1371,2,3,2,54,ND,LAX:ND
2026-09-09,AAL,N711AA,4,IAH,BOS,2566.63,1425,1670,1425,1692,0,22,0,52,MD,IAH:MD
2026-09-09,AAL,N711AA,5,BOS,PHX,3693.22,1744,2082,1744,2083,0,1,0,68,ND,BOS:ND
2026-09-09,SWA,N614SW,1,BOS,EWR,322.68,424,475,424,484,0,9,0,70,ND,BOS:ND
2026-09-09,SWA,N614SW,2,EWR,LAX,3940.63,554,897,554,898,0,1,0,73,ND,EWR:ND
2026-09-09,SWA,N614SW,3,LAX,SFO,543.66,971,1041,990,1080,19,39,0,50,MD,LAX:MD
2026-09-09,SWA,N614SW,4,SFO,JFK,4152.06,1130,1503,1154,1521,24,18,24,49,MD,SFO:MD
2026-09-09,SWA,N614SW,5,JFK,SLC,3193.68,1570,1857,1570,1878,0,21,0,68,MD,JFK:MD
2026-09-09,DAL,N524DA,1,ORD,MIA,1929.51,380,570,395,606,15,36,0,54,MD,ORD:MD
2026-09-09,DAL,N524DA,2,MIA,BOS,2027.83,660,850,669,855,9,5,9,61,ND,MIA:ND
2026-09-09,DAL,N524DA,3,BOS,PHX,3693.22,916,1237,916,1244,0,7,0,58,ND,BOS:ND
2026-09-09,DAL,N524DA,4,PHX,SEA,1781.91,1302,1473,1302,1473,0,0,0,70,ND,PHX:ND
2026-09-09,DAL,N524DA,5,SEA,SFO,1092.94,1543,1657,1579,1711,36,54,0,41,SD,SEA:SD
2026-09-09,AAL,N661AA,1,BWI,BOS,593.84,437,512,469,556,32,44,4,43,MD,BWI:MD
2026-09-09,AAL,N661AA,2,BOS,EWR,322.68,599,668,612,699,13,31,7,69,MD,BOS:MD
2026-09-09,AAL,N661AA,3,EWR,DEN,2576.16,768,1014,873,1127,105,113,0,74,CD,EWR:CD
2026-09-09,AAL,N661AA,4,DEN,MCO,2486.1,1201,1442,1272,1514,71,72,71,55,SD,DEN:SD
2026-09-09,AAL,N661AA,5,MCO,SLC,3103.38,1569,1855,1620,1905,51,50,51,40,SD,MCO:SD
2026-09-09,SWA,N291SW,1,DFW,BOS,2508.97,480,706,480,706,0,0,0,64,ND,DFW:ND
2026-09-09,SWA,N291SW,2,BOS,PHX,3693.22,770,1090,770,1093,0,3,0,62,ND,BOS:ND
2026-09-09,SWA,N291SW,3,PHX,BWI,3209.54,1155,1443,1156,1459,1,16,1,46,MD,PHX:MD
2026-09-09,SWA,N291SW,4,BWI,ATL,927.2,1505,1614,1515,1633,10,19,8,48,MD,BWI:MD
2026-09-09,SWA,N291SW,5,ATL,SFO,3434.95,1681,1990,1688,2010,7,20,7,51,MD,ATL:MD
2026-09-09,SWA,N812SW,1,DTW,LAX,3178.0,435,720,435,740,0,20,0,42,MD,DTW:MD
2026-09-09,SWA,N812SW,2,LAX,JFK,3974.34,782,1125,782,1133,0,8,0,60,ND,LAX:ND
2026-09-09,SWA,N812SW,3,JFK,DFW,2235.03,1193,1408,1193,1408,0,0,0,74,ND,JFK:ND
2026-09-09,SWA,N812SW,4,DFW,MSP,1372.59,1482,1636,1505,1678,23,42,0,52,MD,DFW:MD
2026-09-09,SWA,N812SW,5,MSP,ATL,1459.62,1730,1872,1753,1912,23,40,14,61,MD,MSP:MD
2026-09-09,UAL,N547UA,1,MIA,MSP,2418.24,537,770,537,778,0,8,0,63,ND,MIA:ND
2026-09-09,UAL,N547UA,2,MSP,BWI,1503.77,841,994,846,994,5,0,5,45,ND,MSP:ND
2026-09-09,UAL,N547UA,3,BWI,CLT,580.67,1039,1123,1039,1125,0,2,0,51,ND,BWI:ND
2026-09-09,UAL,N547UA,4,CLT,LAX,3412.6,1176,1477,1234,1536,58,59,1,45,SD,CLT:SD
2026-09-09,UAL,N547UA,5,LAX,SEA,1537.13,1581,1737,1600,1761,19,24,19,68,MD,LAX:MD
2026-09-09,AAL,N806AA,1,MSP,PHX,2051.64,471,668,506,715,35,47,0,43,SD,MSP:SD
2026-09-09,AAL,N806AA,2,PHX,BWI,3209.54,758,1051,773,1081,15,30,15,63,MD,PHX:MD
2026-09-09,AAL,N806AA,3,BWI,ORD,998.05,1144,1253,1209,1329,65,76,21,41,SD,BWI:SD
2026-09-09,AAL,N806AA,4,ORD,SLC,2006.04,1370,1569,1453,1651,83,82,54,42,SD,ORD:SD
2026-09-09,AAL,N806AA,5,SLC,MCO,3103.38,1693,1986,1734,2049,41,63,41,63,SD,SLC:SD
2026-09-09,DAL,N719DA,1,JFK,MSP,1651.36,379,554,379,558,0,4,0,48,ND,JFK:ND
2026-09-09,DAL,N719DA,2,MSP,PHX,2051.64,606,805,659,853,53,48,0,57,SD,MSP:SD
2026-09-09,DAL,N719DA,3,PHX,IAH,1621.03,910,1064,938,1096,28,32,28,51,MD,PHX:MD
2026-09-09,DAL,N719DA,4,IAH,SLC,1922.4,1147,1342,1214,1409,67,67,21,47,SD,IAH:SD
2026-09-09,DAL,N719DA,5,SLC,MIA,3357.7,1456,1763,1496,1804,40,41,40,53,MD,SLC:MD
2026-09-09,SWA,N304SW,1,DEN,JFK,2610.01,473,708,473,722,0,14,0,60,ND,DEN:ND
2026-09-09,SWA,N304SW,2,JFK,DFW,2235.03,782,987,782,1007,0,20,0,75,MD,JFK:MD
2026-09-09,SWA,N304SW,3,DFW,MSP,1372.59,1082,1225,1091,1255,9,30,9,50,MD,DFW:MD
2026-09-09,SWA,N304SW,4,MSP,LAX,2467.47,1305,1547,1320,1570,15,23,15,51,MD,MSP:MD
2026-09-09,SWA,N304SW,5,LAX,BOS,4192.75,1621,1988,1635,2019,14,31,14,47,MD,LAX:MD
2026-09-09,AAL,N342AA,1,DTW,ATL,958.15,501,606,511,620,10,14,0,45,ND,DTW:ND
2026-09-09,AAL,N342AA,2,ATL,PHX,2548.87,665,908,665,913,0,5,0,73,ND,ATL:ND
2026-09-09,AAL,N342AA,3,PHX,IAH,1621.03,986,1158,1012,1186,26,28,3,44,MD,PHX:MD
2026-09-09,AAL,N342AA,4,IAH,MSP,1666.53,1230,1408,1250,1441,20,33,20,44,MD,IAH:MD
2026-09-09,AAL,N342AA,5,MSP,MIA,2418.24,1485,1719,1522,1774,37,55,6,62,SD,MSP:SD
2026-09-09,AAL,N886AA,1,JFK,EWR,33.86,399,435,406,463,7,28,0,50,MD,JFK:MD
2026-09-09,AAL,N886AA,2,EWR,BOS,322.68,513,570,516,581,3,11,3,62,ND,EWR:ND
2026-09-09,AAL,N886AA,3,BOS,ORD,1390.98,643,788,671,828,28,40,7,45,MD,BOS:MD
2026-09-09,AAL,N886AA,4,ORD,DEN,1426.0,873,1029,950,1107,77,78,16,57,SD,ORD:SD
2026-09-09,AAL,N886AA,5,DEN,LAS,1009.02,1164,1288,1237,1373,73,85,27,74,SD,DEN:SD
2026-09-09,AAL,N706AA,1,SLC,JFK,3193.68,367,649,368,666,1,17,1,42,MD,SLC:MD
2026-09-09,AAL,N706AA,2,JFK,LAX,3974.34,708,1068,709,1085,1,17,1,56,MD,JFK:MD
2026-09-09,AAL,N706AA,3,LAX,CLT,3412.6,1141,1457,1141,1457,0,0,0,66,ND,LAX:ND
2026-09-09,AAL,N706AA,4,CLT,ORD,964.31,1523,1640,1566,1705,43,65,0,74,SD,CLT:SD
2026-09-09,AAL,N706AA,5,ORD,EWR,1154.23,1779,1905,1822,1965,43,60,21,70,SD,ORD:SD
2026-09-09,SWA,N404SW,1,MSP,DFW,1372.59,483,631,498,642,15,11,0,53,ND,MSP:ND
2026-09-09,SWA,N404SW,2,DFW,ORD,1290.0,695,833,695,852,0,19,0,60,MD,DFW:MD
2026-09-09,SWA,N404SW,3,ORD,LAX,2801.93,912,1172,935,1198,23,26,0,65,MD,ORD:MD
2026-09-09,SWA,N404SW,4,LAX,BWI,3739.99,1263,1603,1265,1604,2,1,0,75,ND,LAX:ND
2026-09-09,SWA,N404SW,5,BWI,SFO,3944.61,1679,2033,1723,2076,44,43,0,47,MD,BWI:MD
2026-09-09,AAL,N199AA,1,ORD,MCO,1619.56,400,564,419,580,19,16,0,60,MD,ORD:MD
2026-09-09,AAL,N199AA,2,MCO,MIA,309.97,640,704,640,724,0,20,0,72,MD,MCO:MD
2026-09-09,AAL,N199AA,3,MIA,EWR,1749.72,796,969,827,1022,31,53,0,71,SD,MIA:SD
2026-09-09,AAL,N199AA,4,EWR,SEA,3854.51,1093,1438,1104,1448,11,10,11,72,ND,EWR:ND
2026-09-09,AAL,N199AA,5,SEA,BOS,4005.08,1520,1871,1541,1893,21,22,0,62,MD,SEA:MD
2026-09-09,SWA,N711SW,1,DTW,MCO,1543.9,394,550,394,553,0,3,0,63,ND,DTW:ND
2026-09-09,SWA,N711SW,2,MCO,IAH,1371.65,616,751,627,771,11,20,0,65,MD,MCO:MD
2026-09-09,SWA,N711SW,3,IAH,ATL,1107.07,836,955,836,955,0,0,0,63,ND,IAH:ND
2026-09-09,SWA,N711SW,4,ATL,DEN,1926.35,1018,1209,1018,1218,0,9,0,72,ND,ATL:ND
2026-09-09,SWA,N711SW,5,DEN,SFO,1552.95,1290,1447,1305,1457,15,10,4,47,ND,DEN:ND
2026-09-09,SWA,N482SW,1,CLT,IAH,1466.22,490,644,504,651,14,7,0,72,ND,CLT:ND
2026-09-09,SWA,N482SW,2,IAH,PHX,1621.03,723,881,723,889,0,8,0,61,ND,IAH:ND
2026-09-09,SWA,N482SW,3,PHX,JFK,3457.99,950,1265,951,1274,1,9,1,49,ND,PHX:ND
2026-09-09,SWA,N482SW,4,JFK,SFO,4152.06,1323,1684,1323,1686,0,2,0,60,ND,JFK:ND
2026-09-09,SWA,N482SW,5,SFO,MCO,3929.5,1746,2090,1746,2105,0,15,0,65,MD,SFO:MD
2026-09-09,UAL,N707UA,1,CLT,BOS,1170.46,364,493,364,498,0,5,0,61,ND,CLT:ND
2026-09-09,UAL,N707UA,2,BOS,SLC,3379.21,559,872,559,887,0,15,0,59,MD,BOS:MD
2026-09-09,UAL,N707UA,3,SLC,DTW,2377.74,946,1181,956,1191,10,10,10,41,ND,SLC:ND
2026-09-09,UAL,N707UA,4,DTW,MCO,1543.9,1232,1400,1232,1410,0,10,0,54,ND,DTW:ND
2026-09-09,UAL,N707UA,5,MCO,SEA,4104.64,1464,1832,1466,1849,2,17,2,50,MD,MCO:MD
2026-09-09,SWA,N251SW,1,SEA,ORD,2761.75,440,698,441,698,1,0,1,49,ND,SEA:ND
2026-09-09,SWA,N251SW,2,ORD,DEN,1426.0,747,899,747,920,0,21,0,72,MD,ORD:MD
2026-09-09,SWA,N251SW,3,DEN,SFO,1552.95,992,1156,1007,1179,15,23,15,43,MD,DEN:MD
2026-09-09,SWA,N251SW,4,SFO,ATL,3434.95,1222,1527,1233,1551,11,24,0,75,MD,SFO:MD
2026-09-09,SWA,N251SW,5,ATL,BWI,927.2,1626,1740,1626,1762,0,22,0,73,MD,ATL:MD
2026-09-09,AAL,N570AA,1,IAH,CLT,1466.22,483,631,495,644,12,13,0,55,ND,IAH:ND
2026-09-09,AAL,N570AA,2,CLT,BWI,580.67,699,777,699,791,0,14,0,59,ND,CLT:ND
2026-09-09,AAL,N570AA,3,BWI,PHX,3209.54,850,1137,852,1142,2,5,0,71,ND,BWI:ND
2026-09-09,AAL,N570AA,4,PHX,LAS,411.31,1213,1287,1218,1302,5,15,0,57,MD,PHX:MD
2026-09-09,AAL,N570AA,5,LAS,MCO,3276.28,1359,1663,1359,1667,0,4,0,64,ND,LAS:ND
2026-09-09,UAL,N891UA,1,JFK,MCO,1521.35,473,639,473,639,0,0,0,56,ND,JFK:ND
2026-09-09,UAL,N891UA,2,MCO,ORD,1619.56,695,855,710,879,15,24,0,74,MD,MCO:MD
2026-09-09,UAL,N891UA,3,ORD,SLC,2006.04,953,1146,1014,1222,61,76,14,48,SD,ORD:SD
2026-09-09,UAL,N891UA,4,SLC,DFW,1589.25,1270,1440,1353,1536,83,96,44,55,CD,SLC:CD
2026-09-09,UAL,N891UA,5,DFW,LAX,1982.96,1591,1790,1651,1843,60,53,60,54,SD,DFW:SD
2026-09-09,DAL,N523DA,1,CLT,DTW,806.1,400,502,400,502,0,0,0,70,ND,CLT:ND
2026-09-09,DAL,N523DA,2,DTW,DEN,1802.36,572,750,591,762,19,12,0,60,ND,DTW:ND
2026-09-09,DAL,N523DA,3,DEN,JFK,2610.01,822,1057,822,1072,0,15,0,54,MD,DEN:MD
2026-09-09,DAL,N523DA,4,JFK,ATL,1221.92,1126,1249,1130,1271,4,22,4,51,MD,JFK:MD
2026-09-09,DAL,N523DA,5,ATL,LAS,2804.88,1322,1576,1337,1595,15,19,15,42,MD,ATL:MD
2026-09-09,SWA,N290SW,1,MCO,ORD,1619.56,445,608,445,617,0,9,0,69,ND,MCO:ND
2026-09-09,SWA,N290SW,2,ORD,ATL,975.52,686,805,686,805,0,0,0,71,ND,ORD:ND
2026-09-09,SWA,N290SW,3,ATL,BWI,927.2,876,991,902,1034,26,43,0,69,MD,ATL:MD
2026-09-09,SWA,N290SW,4,BWI,DEN,2393.68,1103,1322,1134,1359,31,37,14,61,MD,BWI:MD
2026-09-09,SWA,N290SW,5,DEN,MSP,1092.86,1420,1552,1435,1559,15,7,15,56,ND,DEN:ND
2026-09-09,UAL,N909UA,1,MCO,SLC,3103.38,469,758,471,773,2,15,0,60,MD,MCO:MD
2026-09-09,UAL,N909UA,2,SLC,SFO,962.09,833,937,837,948,4,11,4,51,ND,SLC:ND
2026-09-09,UAL,N909UA,3,SFO,LAX,543.66,999,1077,1015,1097,16,20,0,55,MD,SFO:MD
2026-09-09,UAL,N909UA,4,LAX,MIA,3762.88,1152,1485,1152,1507,0,22,0,68,MD,LAX:MD
2026-09-09,UAL,N909UA,5,MIA,EWR,1749.72,1575,1749,1576,1760,1,11,1,59,ND,MIA:ND
2026-09-09,DAL,N367DA,1,PHX,SEA,1781.91,400,579,400,599,0,20,0,72,MD,PHX:MD
2026-09-09,DAL,N367DA,2,SEA,ORD,2761.75,671,925,683,959,12,34,12,47,MD,SEA:MD
2026-09-09,DAL,N367DA,3,ORD,DEN,1426.0,1006,1154,1012,1159,6,5,6,63,ND,ORD:ND
2026-09-09,DAL,N367DA,4,DEN,MSP,1092.86,1222,1338,1252,1383,30,45,0,70,SD,DEN:SD
2026-09-09,DAL,N367DA,5,MSP,JFK,1651.36,1453,1629,1467,1652,14,23,14,63,MD,MSP:MD
2026-09-09,SWA,N875SW,1,IAH,SFO,2627.7,540,786,540,786,0,0,0,44,ND,IAH:ND
2026-09-09,SWA,N875SW,2,SFO,SEA,1092.94,830,943,830,943,0,0,0,75,ND,SFO:ND
2026-09-09,SWA,N875SW,3,SEA,DFW,2667.82,1018,1274,1045,1303,27,29,0,74,MD,SEA:MD
2026-09-09,SWA,N875SW,4,DFW,MSP,1372.59,1377,1527,1438,1586,61,59,0,68,SD,DFW:SD
2026-09-09,SWA,N875SW,5,MSP,LAS,2087.72,1654,1864,1698,1916,44,52,16,71,SD,MSP:SD
2026-09-09,SWA,N928SW,1,ORD,MSP,537.35,504,572,504,589,0,17,0,75,MD,ORD:MD
2026-09-09,SWA,N928SW,2,MSP,JFK,1651.36,664,830,676,860,12,30,12,41,MD,MSP:MD
2026-09-09,SWA,N928SW,3,JFK,BOS,299.83,901,949,914,955,13,6,13,53,ND,JFK:ND
2026-09-09,SWA,N928SW,4,BOS,EWR,322.68,1008,1071,1008,1080,0,9,0,62,ND,BOS:ND
2026-09-09,SWA,N928SW,5,EWR,SEA,3854.51,1142,1476,1148,1489,6,13,6,44,ND,EWR:ND
2026-09-09,DAL,N393DA,1,EWR,LAX,3940.63,457,811,457,824,0,13,0,64,ND,EWR:ND
2026-09-09,DAL,N393DA,2,LAX,JFK,3974.34,888,1247,894,1256,6,9,6,48,ND,LAX:ND
2026-09-09,DAL,N393DA,3,JFK,BWI,295.51,1304,1355,1304,1359,0,4,0,51,ND,JFK:ND
2026-09-09,DAL,N393DA,4,BWI,PHX,3209.54,1410,1707,1410,1707,0,0,0,48,ND,BWI:ND
2026-09-09,DAL,N393DA,5,PHX,MSP,2051.64,1755,1944,1755,1950,0,6,0,41,ND,PHX:ND
2026-09-09,SWA,N644SW,1,MIA,SEA,4379.54,430,811,480,874,50,63,0,47,SD,MIA:SD
2026-09-09,SWA,N644SW,2,SEA,SLC,1106.6,921,1047,977,1097,56,50,45,41,SD,SEA:SD
2026-09-09,SWA,N644SW,3,SLC,MSP,1591.57,1138,1293,1174,1342,36,49,36,42,SD,SLC:SD
2026-09-09,SWA,N644SW,4,MSP,PHX,2051.64,1384,1574,1409,1603,25,29,25,55,MD,MSP:MD
2026-09-09,SWA,N644SW,5,PHX,DFW,1393.44,1658,1808,1669,1835,11,27,11,54,MD,PHX:MD
2026-09-09,DAL,N243DA,1,BOS,MCO,1805.67,437,610,464,638,27,28,0,73,MD,BOS:MD
2026-09-09,DAL,N243DA,2,MCO,SEA,4104.64,711,1072,731,1102,20,30,20,43,MD,MCO:MD
2026-09-09,DAL,N243DA,3,SEA,CLT,3660.38,1145,1467,1145,1467,0,0,0,67,ND,SEA:ND
2026-09-09,DAL,N243DA,4,CLT,BWI,580.67,1534,1616,1534,1618,0,2,0,64,ND,CLT:ND
2026-09-09,DAL,N243DA,5,BWI,DEN,2393.68,1682,1911,1723,1956,41,45,0,66,SD,BWI:SD
2026-09-09,AAL,N872AA,1,IAH,DTW,1730.29,396,573,416,615,20,42,20,43,MD,IAH:MD
2026-09-09,AAL,N872AA,2,DTW,SEA,3092.66,658,943,658,947,0,4,0,75,ND,DTW:ND
2026-09-09,AAL,N872AA,3,SEA,BWI,3748.12,1022,1353,1033,1376,11,23,0,56,MD,SEA:MD
2026-09-09,AAL,N872AA,4,BWI,MCO,1268.78,1432,1560,1432,1560,0,0,0,68,ND,BWI:ND
2026-09-09,AAL,N872AA,5,MCO,EWR,1510.14,1628,1790,1638,1804,10,14,0,52,ND,MCO:ND
2026-09-09,DAL,N994DA,1,DFW,SFO,2352.0,445,667,461,681,16,14,0,40,ND,DFW:ND
2026-09-09,DAL,N994DA,2,SFO,IAH,2627.7,721,959,721,973,0,14,0,70,ND,SFO:ND
2026-09-09,DAL,N994DA,3,IAH,SLC,1922.4,1043,1240,1045,1241,2,1,2,53,ND,IAH:ND
2026-09-09,DAL,N994DA,4,SLC,DTW,2377.74,1294,1526,1294,1530,0,4,0,60,ND,SLC:ND
2026-09-09,DAL,N994DA,5,DTW,DEN,1802.36,1590,1773,1590,1774,0,1,0,74,ND,DTW:ND
2026-09-09,UAL,N468UA,1,BOS,DTW,1014.75,441,553,463,568,22,15,0,63,MD,BOS:MD
2026-09-09,UAL,N468UA,2,DTW,MSP,848.05,631,741,632,741,1,0,1,54,ND,DTW:ND
2026-09-09,UAL,N468UA,3,MSP,DEN,1092.86,795,915,795,925,0,10,0,75,ND,MSP:ND
2026-09-09,UAL,N468UA,4,DEN,SLC,627.77,1000,1088,1007,1097,7,9,0,58,ND,DEN:ND
2026-09-09,UAL,N468UA,5,SLC,MIA,3357.7,1155,1455,1155,1455,0,0,0,64,ND,SLC:ND
2026-09-09,SWA,N663SW,1,CLT,LAS,3076.67,450,726,450,733,0,7,0,48,ND,CLT:ND
2026-09-09,SWA,N663SW,2,LAS,DTW,2807.85,781,1035,781,1057,0,22,0,74,MD,LAS:MD
2026-09-09,SWA,N663SW,3,DTW,IAH,1730.29,1131,1295,1175,1358,44,63,0,73,SD,DTW:SD
2026-09-09,SWA,N663SW,4,IAH,MSP,1666.53,1431,1591,1476,1641,45,50,45,43,SD,IAH:SD
2026-09-09,SWA,N663SW,5,MSP,DFW,1372.59,1684,1822,1742,1876,58,54,27,54,SD,MSP:SD
2026-09-09,DAL,N323DA,1,BOS,MSP,1803.89,484,653,484,658,0,5,0,40,ND,BOS:ND
2026-09-09,DAL,N323DA,2,MSP,PHX,2051.64,698,887,701,890,3,3,3,41,ND,MSP:ND
2026-09-09,DAL,N323DA,3,PHX,ORD,2312.89,931,1158,958,1203,27,45,0,58,SD,PHX:SD
2026-09-09,DAL,N323DA,4,ORD,DTW,376.5,1261,1329,1303,1366,42,37,26,51,MD,ORD:MD
2026-09-09,DAL,N323DA,5,DTW,CLT,806.1,1417,1522,1461,1577,44,55,22,49,SD,DTW:SD
2026-09-09,UAL,N934UA,1,PHX,LAS,411.31,477,552,477,552,0,0,0,55,ND,PHX:ND
2026-09-09,UAL,N934UA,2,LAS,MIA,3494.55,607,920,607,939,0,19,0,45,MD,LAS:MD
2026-09-09,UAL,N934UA,3,MIA,DFW,1802.65,984,1173,1017,1210,33,37,13,42,MD,MIA:MD
2026-09-09,UAL,N934UA,4,DFW,BWI,1954.81,1252,1445,1252,1457,0,12,0,75,ND,DFW:ND
2026-09-09,UAL,N934UA,5,BWI,SFO,3944.61,1532,1872,1611,1970,79,98,3,50,CD,BWI:CD
2026-09-09,SWA,N760SW,1,CLT,SLC,2773.68,414,678,440,725,26,47,0,70,SD,CLT:SD
2026-09-09,SWA,N760SW,2,SLC,DEN,627.77,795,872,816,903,21,31,21,57,MD,SLC:MD
